gu,name,desc,directions,img,lat,lon,gu_en,name_en,gu_zh-CN,name_zh-CN,gu_ja,name_ja,gu_es,name_es,gu_ar,name_ar,gu_ru,name_ru,themes,duration_hours,cost_rank,indoor,night_ok,best_time,styles,situations,journeys
용산구,한남동 카페거리,"한남오거리와 한강진역 주변에 개성 있는 카페·레스토랑·편집숍·갤러리가 모인 지역이다. 리움미술관과 이태원, 제일기획 일대의 경사진 골목을 함께 걸으면 한남동 특유의 차분하고 세련된 분위기를 느끼기 좋다.",6호선 한강진역 3번 출구에서 한남동·이태원로 방향으로 약 10분 걸으면 카페와 상점이 밀집한 골목권에 들어선다. 리움미술관을 기준점으로 잡으면 동선이 쉽다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5369688440826,127.001588561792&zoom=16&size=800x500&markers=37.5369688440826,127.001588561792,red-pushpin",37.5369688440826,127.001588561792,Yongsan-gu,Hannam-dong Cafe Street,용산구,汉南洞咖啡街,龍山区,漢南洞カフェ通り,Yongsan-gu,Calle de cafés Hannam-dong,يونجسان غو,شارع مقهى هانام دونج,Ёнсан-гу,Улица кафе Ханнам-дон,food|trendy|shopping,2.0,0,False,True,evening,solo|couple|friends,night,alley_temperature|seoul_bite|seoul_now
용산구,해방촌,"남산 남쪽 언덕의 오래된 주거지역으로, 좁고 가파른 골목 사이에 전망 좋은 카페와 식당이 들어서며 독특한 분위기를 형성했다. 신흥시장과 남산 소월로 쪽으로 이어 걸을 수 있지만 경사가 큰 구간이 많아 편한 신발이 좋다.",6호선 녹사평역 2번 출구에서 해방촌오거리·신흥시장 방향으로 약 15~20분 오르막을 걷는다. 경사가 큰 편이므로 버스나 택시를 섞어 이동해도 좋다.,https://upload.wikimedia.org/wikipedia/commons/7/78/Seoul_Yongsan_Haebangchon_20250206.jpg,37.5390142761733,126.986688076957,Yongsan-gu,Haebangchon,용산구,解放村,龍山区,解放村,Yongsan-gu,Haebangchon,يونجسان غو,هايبانجتشون,Ёнсан-гу,Хэбанчхон,food|night_seoul|trendy|photo,2.5,0,False,True,evening,solo|couple|friends,night,alley_temperature|seoul_bite
용산구,경리단길,"녹사평역에서 남산 방향으로 이어지는 언덕길 상권으로, 세계 음식점·펍·카페와 작은 상점이 모여 있다. 이태원 메인거리보다 비교적 골목형 분위기가 강하며, 해방촌·남산과 연계하면 다양한 도시 풍경을 경험할 수 있다.",6호선 녹사평역 2번 출구에서 남산 방향으로 약 10~15분 오르막을 걸으면 경리단길 초입에 닿는다. 해방촌과 함께 둘러보려면 계속 언덕 방향으로 이동한다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5397580614249,126.991721972247&zoom=16&size=800x500&markers=37.5397580614249,126.991721972247,red-pushpin",37.5397580614249,126.991721972247,Yongsan-gu,Gyeongnidan-gil,용산구,经理团路,龍山区,キョンリダンギル,Yongsan-gu,Gyeongnidan-gil,يونجسان غو,جيونجنيدان جيل,Ёнсан-гу,Кённидан-гиль,food|night_seoul|trendy|shopping,2.0,0,False,True,evening,solo|couple|friends,night,alley_temperature|seoul_bite|seoul_now
용산구,리움미술관,"삼성문화재단이 운영하는 미술관으로, 한국 고미술과 국내외 현대미술을 함께 볼 수 있는 대표 문화공간이다. 서로 다른 건축가가 설계한 미술관 건물 자체도 볼거리이며, 인기 전시는 사전 예약 여부를 확인하는 것이 좋다.",6호선 한강진역 1번 출구에서 이태원로55길 쪽으로 약 5~10분 걸으면 리움미술관에 도착한다. 언덕길이 일부 있으나 역에서 비교적 가깝다.,"https://upload.wikimedia.org/wikipedia/commons/c/c4/Leeum,_Samsung_Museum_of_Art.jpg",37.53833657002706,126.99911744955163,Yongsan-gu,Leeum Museum of Art,용산구,Leeum艺术博物馆,龍山区,リウム美術館,Yongsan-gu,Museo de Arte Leeum,يونجسان غو,متحف ليوم للفنون,Ёнсан-гу,Художественный музей Лиума,kculture|trendy|photo,2.5,1,True,False,anytime,solo|couple|friends|family,rainy|indoor|hot,seoul_now|art_city
용산구,이촌 한강공원,"한강 북쪽 강변에 길게 이어진 공원으로, 탁 트인 강 전망과 잔디 공간, 자전거길을 즐길 수 있다. 국립중앙박물관·용산가족공원과 가까워 박물관 관람 뒤 한강 산책으로 연결하기 좋다.",4호선·경의중앙선 이촌역 4번 출구에서 한강공원 이촌지구 표지판을 따라 약 10~15분 걸으면 강변에 닿는다. 자전거도로를 건널 때는 보행 동선을 확인한다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5172404421072,126.970526590861&zoom=16&size=800x500&markers=37.5172404421072,126.970526590861,red-pushpin",37.5172404421072,126.970526590861,Yongsan-gu,Ichon Hangang Park,용산구,二村汉江公园,龍山区,利村漢江公園,Yongsan-gu,Parque Ichon Hangang,يونجسان غو,متنزه إيتشون هانجانج,Ёнсан-гу,Парк Ичон Ханган,night_seoul|nature|photo,2.0,0,False,True,evening,solo|couple|friends|family,night|hot,han_river_night|slow_seoul
용산구,국립한글박물관,"한글의 창제 원리와 역사, 문자문화의 확산을 다루는 국립박물관이다. 다만 화재 피해 시설 복구와 증축공사로 2028년 하반기까지 본관이 휴관 중이므로, 방문 전 외부 전시·교육 프로그램 운영 여부를 공식 홈페이지에서 확인해야 한다.",4호선·경의중앙선 이촌역 2번 출구에서 국립중앙박물관 방향으로 약 10분 이동한다. 현재 본관은 2028년 하반기까지 휴관 예정이므로 방문 전 공식 공지에서 운영 프로그램을 확인해야 한다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5211853774917,126.980977473728&zoom=16&size=800x500&markers=37.5211853774917,126.980977473728,red-pushpin",37.5211853774917,126.980977473728,Yongsan-gu,National Hangeul Museum,용산구,国立韩文博物馆,龍山区,国立ハングル博物館,Yongsan-gu,Museo Nacional del Hangeul,يونجسان غو,متحف الهانجول الوطني,Ёнсан-гу,Национальный музей хангыля,traditional|kculture,2.0,0,True,False,anytime,solo|couple|friends|family,rainy|indoor|hot,royal_seoul|seoul_now|art_city
강남구,코엑스 별마당도서관,"스타필드 코엑스몰 중앙에 자리한 대형 개방형 도서문화공간으로, 높은 서가와 중앙 아트리움이 상징적인 장소다. 책을 읽거나 쉬어가기 좋고 강연·전시가 열리기도 하며, 코엑스·봉은사·무역센터와 실내외 동선으로 연결하기 좋다.",2호선 삼성역 5·6번 출구에서 코엑스몰로 들어가 내부 안내판의 '별마당도서관'을 따라 약 5~10분 이동한다. 9호선 봉은사역 7번 출구에서도 코엑스몰로 연결된다.,https://upload.wikimedia.org/wikipedia/commons/4/44/20250821_%EC%BD%94%EC%97%91%EC%8A%A4_%EB%B3%84%EB%A7%88%EB%8B%B9%EB%8F%84%EC%84%9C%EA%B4%80.jpg,37.510192859355016,127.06015941426637,Gangnam-gu,COEX Byeolmadang Library,江南区,COEX别马堂图书馆,江南区,COEX別庭図書館,Gangnam-gu,Biblioteca COEX Byeolmadang,جانج نام غو,مكتبة كويكس بيولمادانج,Каннамгу,Библиотека COEX в Пёлмаданге,kculture|trendy|shopping|photo,1.5,0,True,True,anytime,solo|couple|friends|family,rainy|indoor|hot|night,seoul_now|art_city
강남구,강남역 거리,"강남대로를 중심으로 대형 상업시설·학원·음식점·카페가 밀집한 서울의 대표 도심 상권이다. 지하상가와 뒷골목까지 상권이 넓어 쇼핑·식사·야간 분위기를 한 번에 경험할 수 있으며, 시간대에 따라 매우 붐빈다.","2호선·신분당선 강남역에서 강남대로 방향 출구로 나오면 상권이 시작된다. 10·11번 출구 쪽은 강남대로와 뒷골목 식당가 접근이 편하고, 신논현역까지 걸으며 둘러볼 수 있다.","https://staticmap.openstreetmap.de/staticmap.php?center=37.49668534378337,127.02769442384988&zoom=16&size=800x500&markers=37.49668534378337,127.02769442384988,red-pushpin",37.49668534378337,127.02769442384988,Gangnam-gu,Gangnam Station Street,江南区,江南站街,江南区,江南駅通り,Gangnam-gu,Calle de la estación de Gangnam,جانج نام غو,شارع محطة جانجنام,Каннамгу,Станционная улица Каннам,kculture|food|night_seoul|trendy|shopping,2.5,0,False,True,evening,solo|couple|friends,night,seoul_bite|seoul_now
강남구,가로수길,"신사동을 대표해온 상업거리로, 은행나무길을 따라 패션 매장·카페·브랜드 쇼룸과 골목 상권이 이어진다. 메인도로뿐 아니라 세로수길·도산공원 방향의 작은 골목까지 함께 보면 최근 강남 상권의 변화를 느끼기 좋다.",3호선 신사역 8번 출구에서 도산대로 방향으로 약 5분 걸으면 가로수길 초입에 닿는다. 메인길에서 세로 골목으로 들어가면 카페·편집숍이 더 많이 이어진다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.520819816124934,127.02272940977892&zoom=16&size=800x500&markers=37.520819816124934,127.02272940977892,red-pushpin",37.52081981612493,127.02272940977892,Gangnam-gu,Garosu-gil,江南区,林荫树路,江南区,カロスギル,Gangnam-gu,Garosu-gil,جانج نام غو,جاروسو جيل,Каннамгу,Гаросу-гиль,food|trendy|shopping|photo,2.0,0,False,True,evening,solo|couple|friends,night,seoul_bite|seoul_now
강남구,봉은사,"도심의 고층 건물 사이에 자리한 천년고찰로, 신라시대에 창건된 것으로 전해지는 서울의 대표 사찰이다. 대웅전과 미륵대불, 판전 등을 둘러볼 수 있으며, 길 건너 코엑스와 대비되는 고요한 풍경이 인상적이다.",9호선 봉은사역 1번 출구로 나오면 사찰 입구가 바로 가깝다. 2호선 삼성역에서 코엑스를 가로질러 도보 약 10~15분 이동하는 방법도 있다.,"https://upload.wikimedia.org/wikipedia/commons/0/0f/Bongeunsa_-_Seoul,_Korea.jpg",37.51551811418552,127.05771026736105,Gangnam-gu,Bongeunsa Temple,江南区,奉恩寺,江南区,ボンウンサ,Gangnam-gu,Templo Bongeunsa,جانج نام غو,معبد بونجونسا,Каннамгу,Храм Бонгеунса,traditional|photo,1.5,0,False,False,morning,solo|couple|friends|family,,royal_seoul
강남구,압구정 로데오거리,"갤러리아백화점과 압구정로데오역 주변에 형성된 패션·외식 중심 상권이다. 명품 플래그십, 편집숍, 카페와 레스토랑이 밀집해 있어 청담동·도산공원·K-Star Road와 연결해 둘러보기 좋다.",수인분당선 압구정로데오역 5·6번 출구 일대가 로데오거리 중심권이다. 갤러리아백화점과 도산공원 방향 골목을 함께 걸으면 상권을 넓게 볼 수 있다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5267558230172,127.039152029523&zoom=16&size=800x500&markers=37.5267558230172,127.039152029523,red-pushpin",37.5267558230172,127.039152029523,Gangnam-gu,Apgujeong Rodeo Street,江南区,狎鸥亭罗德奥街,江南区,gu鴎亭ロデオ通り,Gangnam-gu,Calle del rodeo Apgujeong,جانج نام غو,شارع أبجوجيونج روديو,Каннамгу,Улица Апкуджон Родео,kculture|food|trendy|shopping|photo,2.0,0,False,True,evening,solo|couple|friends,night,seoul_bite|seoul_now
강남구,선릉과정릉,"조선 왕릉인 선릉과 정릉이 함께 있는 유적지로, 유네스코 세계유산 '조선왕릉'의 일부다. 빌딩이 밀집한 강남 한복판에서 숲길과 능침 공간을 차분히 걸을 수 있어 역사 탐방과 도심 산책을 동시에 즐기기 좋다.",2호선·수인분당선 선릉역 10번 출구에서 약 5~10분 걸으면 선릉 입구에 도착한다. 수인분당선 선정릉역에서도 접근 가능해 관람 동선에 따라 역을 선택할 수 있다.,https://upload.wikimedia.org/wikipedia/commons/3/38/Seolleung_Jeongneung_13_(18079127803).jpg,37.5091105328378,127.04892851392,Gangnam-gu,Seolleung Royal Tomb,江南区,宣陵王陵,江南区,瀬陵過程陵,Gangnam-gu,Tumba Real de Seolleung,جانج نام غو,مقبرة سيولونغ الملكية,Каннамгу,Королевская гробница Соллын,traditional|nature|photo,1.5,0,False,False,morning,solo|couple|friends|family,hot,royal_seoul|slow_seoul
강남구,청담동 패션거리,"청담사거리와 압구정로데오 일대에 명품 브랜드 플래그십과 갤러리, 고급 식음 공간이 모여 있는 거리다. 쇼윈도와 건축 디자인을 구경하는 재미가 크며, 도산공원·압구정 로데오거리와 이어 걸으면 동선이 자연스럽다.",수인분당선 압구정로데오역에서 갤러리아백화점·청담사거리 방향으로 약 10~15분 걷는다. 거리가 길게 이어지므로 특정 브랜드나 목적지를 지도에 찍고 이동하는 것이 효율적이다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5254385255932,127.044341653848&zoom=16&size=800x500&markers=37.5254385255932,127.044341653848,red-pushpin",37.5254385255932,127.044341653848,Gangnam-gu,Cheongdam-dong Fashion Street,江南区,清潭洞时尚街,江南区,清潭洞ファッションストリート,Gangnam-gu,Calle de la moda Cheongdam-dong,جانج نام غو,شارع الموضة في تشيونغدام دونغ,Каннамгу,Улица моды в Чхонгдамдоне,kculture|trendy|shopping,2.0,0,False,True,evening,solo|couple|friends,night,seoul_now
강남구,도산공원,"독립운동가 도산 안창호를 기리기 위해 조성된 도심공원으로, 산책로와 기념공간이 잘 정돈되어 있다. 주변에 카페·브랜드 쇼룸·레스토랑이 밀집해 있어 조용한 공원 산책과 압구정·신사 상권 탐방을 함께 즐기기 좋다.",수인분당선 압구정로데오역에서 도산대로 방향으로 약 10~15분 걸으면 공원에 도착한다. 3호선 신사역에서도 가로수길을 지나 도보 약 15~20분 정도다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.52455769460598,127.03528760485077&zoom=16&size=800x500&markers=37.52455769460598,127.03528760485077,red-pushpin",37.52455769460598,127.03528760485077,Gangnam-gu,Dosan Park,江南区,岛山公园,江南区,道山公園,Gangnam-gu,Parque Dosan,جانج نام غو,دوسان بارك,Каннамгу,Парк Досан,nature|trendy|photo,1.0,0,False,True,evening,solo|couple|friends|family,night|hot,slow_seoul
강남구,양재천,"관악산에서 흘러온 물길을 따라 산책로와 자전거길, 녹지가 이어지는 강남의 대표 생활형 하천 공간이다. 봄 벚꽃과 여름 녹음, 가을 억새 등 계절 변화가 뚜렷하며, 매봉역·도곡동 일대에서 가볍게 접근하기 좋다.",3호선 매봉역 4번 출구에서 약 5분 내려가면 양재천 산책로 진입로가 나온다. 하천이 길게 이어지므로 도곡·대치 등 원하는 구간에 따라 다른 역을 이용해도 된다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.4818037639471,127.046595188917&zoom=16&size=800x500&markers=37.4818037639471,127.046595188917,red-pushpin",37.4818037639471,127.046595188917,Gangnam-gu,Yangjaecheon,江南区,良才川,江南区,ヤンジェチョン,Gangnam-gu,Yangjaecheon,جانج نام غو,يانغجايتشون,Каннамгу,Янчжечхон,nature|photo,2.0,0,False,False,morning,solo|couple|friends|family,hot,slow_seoul
강남구,K-Star Road,"압구정로데오역과 청담동 일대에 조성된 한류 테마 거리로, K-팝 그룹을 상징하는 '강남돌' 조형물과 엔터테인먼트·스타 관련 명소가 이어진다. 강남돌 구간을 중심으로 압구정 로데오거리와 청담동을 함께 걸으면 한류 관광 동선을 만들기 좋다.",수인분당선 압구정로데오역 2번 출구에서 나오면 한류스타거리(K-Star Road) 시작 구간에 접근할 수 있다. 압구정로를 따라 청담사거리 방향으로 약 1km 걸으며 강남돌 조형물과 한류 관련 지점을 연결하면 된다.,https://www.visitgangnam.net/images/nv-gangnam-kstar-road-01.webp,,,Gangnam-gu,K-Star Road,江南区,韩星路,江南区,Kスターロード,Gangnam-gu,Carretera K-Star,جانج نام غو,طريق كي ستار,Каннамгу,К-Стар Роуд,kculture|trendy|photo,1.5,0,False,True,evening,solo|couple|friends,night,seoul_now
송파구,롯데월드타워,"123층·555m 높이의 초고층 복합건물로, 잠실 스카이라인을 대표하는 랜드마크다. 쇼핑몰·공연장·호텔·전망대 등이 한 건물군에 모여 있으며, 석촌호수에서 바라보는 전경과 야간 조명이 특히 인상적이다.",2·8호선 잠실역 2번 출구 또는 지하 연결통로를 이용하면 롯데월드몰·롯데월드타워로 바로 이어진다. 건물군이 크므로 내부에서 '롯데월드타워/서울스카이' 표지를 확인하는 것이 좋다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.51260447840551,127.10255558658325&zoom=16&size=800x500&markers=37.51260447840551,127.10255558658325,red-pushpin",37.51260447840551,127.10255558658324,Songpa-gu,Lotte World Tower,松坡区,乐天世界塔,松坡区,ロッテワールドタワー,Songpa-gu,Torre del mundo Lotte,سونجبا غو,برج لوتي العالمي,Сонгпа-гу,Лотте Уорлд Тауэр,night_seoul|shopping|photo,1.5,1,False,True,evening,solo|couple|friends|family,night,han_river_night
송파구,롯데월드 어드벤처,"실내외 놀이공간이 결합된 대형 테마파크로, 어드벤처 실내공간과 매직아일랜드의 놀이기구·퍼레이드를 즐길 수 있다. 주말과 휴일에는 대기시간이 길 수 있어 운영시간과 어트랙션 점검 일정을 미리 확인하는 것이 좋다.",2·8호선 잠실역 4번 출구 쪽 지하통로를 따라 롯데월드 어드벤처 입구로 이동한다. 쇼핑몰과 연결되어 있어 실내 표지판을 따라가면 편하다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.51113059993883,127.09811980036908&zoom=16&size=800x500&markers=37.51113059993883,127.09811980036908,red-pushpin",37.51113059993883,127.09811980036908,Songpa-gu,Lotte World Adventure,松坡区,乐天世界冒险,松坡区,ロッテワールドアドベンチャー,Songpa-gu,Aventura mundial de Lotte,سونجبا غو,مغامرة لوتي العالمية,Сонгпа-гу,Лотте Ворлд Приключения,kculture|night_seoul|trendy|shopping|photo,6.0,3,True,True,anytime,solo|couple|friends|family,rainy|indoor|hot|night,seoul_now
송파구,석촌호수,"잠실 도심 한가운데 있는 동호·서호 두 개의 호수를 따라 산책로가 이어지는 공원이다. 봄 벚꽃과 롯데월드타워 반영으로 유명하며, 롯데월드·송리단길·서울스카이와 도보로 연결하기 좋다.",2·8호선 잠실역 2·3번 출구에서 약 5분 걸으면 석촌호수 서호 쪽에 닿는다. 동호·송리단길까지 둘러보려면 호수를 따라 시계방향 또는 반시계방향으로 이동하면 된다.,https://upload.wikimedia.org/wikipedia/commons/8/86/%EC%84%9D%EC%B4%8C_%ED%98%B8%EC%88%98%EA%B3%B5%EC%9B%90_(1).jpg,37.5076807262772,127.099112837006,Songpa-gu,Seokchon Lake,松坡区,石村湖,松坡区,石村湖,Songpa-gu,Lago Seokchon,سونجبا غو,بحيرة سيوكتشون,Сонгпа-гу,Озеро Сокчхон,night_seoul|nature|trendy|photo,2.0,0,False,True,evening,solo|couple|friends|family,night|hot,slow_seoul
송파구,올림픽공원,"1988 서울올림픽의 주요 시설과 넓은 녹지가 남아 있는 대형 공원이다. 평화의문·몽촌토성·들꽃마루·나홀로나무 등 볼거리가 넓게 분산되어 있어, 산책 목적이라면 구역을 정해 1~2시간 이상 잡는 편이 좋다.",5·9호선 올림픽공원역 3번 출구에서 평화의문 방향으로 약 5~10분 이동한다. 공원이 매우 넓어 한성백제박물관·몽촌토성 등 목적지에 따라 한성백제역을 이용하는 것도 좋다.,https://upload.wikimedia.org/wikipedia/commons/5/5e/Seoul_Olympic_Park_from_Lotte_World_Tower.jpg,37.5205340628851,127.120812783275,Songpa-gu,Olympic Park,松坡区,奥林匹克公园,松坡区,オリンピック公園,Songpa-gu,parque olímpico,سونجبا غو,الحديقة الأولمبية,Сонгпа-гу,Олимпийский парк,kculture|nature|photo,3.5,0,False,False,morning,solo|couple|friends|family,hot,seoul_now|slow_seoul
송파구,잠실 한강공원,"잠실대교와 종합운동장 사이 한강변에 조성된 공원으로, 자전거길·운동시설·잔디공간을 이용하기 좋다. 잠실 도심의 고층 스카이라인과 한강을 함께 볼 수 있으며, 지하철역에서 강변까지는 다소 걸어야 한다.",2호선 잠실새내역 6번 출구에서 한강 방향으로 약 15~20분 걸으면 잠실한강공원에 닿는다. 강변 진입부가 여러 곳이므로 지도에서 가장 가까운 진입로를 확인한다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5177992564873,127.082357837214&zoom=16&size=800x500&markers=37.5177992564873,127.082357837214,red-pushpin",37.5177992564873,127.082357837214,Songpa-gu,Jamsil Hangang Park,松坡区,蚕室汉江公园,松坡区,チャムシル漢江公園,Songpa-gu,Parque Jamsil Hangang,سونجبا غو,حديقة جامسيل هانجانج,Сонгпа-гу,Парк Джамсил Ханган,night_seoul|nature|photo,2.0,0,False,True,evening,solo|couple|friends|family,night|hot,han_river_night|slow_seoul
송파구,서울스카이,"롯데월드타워 117~123층에 조성된 전망대로, 서울 도심과 한강을 높은 시점에서 내려다볼 수 있다. 날씨가 맑을수록 시야가 크게 열리며, 일몰 전 입장해 낮·노을·야경을 연속해서 보는 일정이 인기다.",2·8호선 잠실역에서 롯데월드몰 지하 연결통로를 따라 서울스카이 입구로 이동한다. 전망대는 롯데월드타워 내부에 있어 'SEOUL SKY' 안내표지를 따르면 된다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.51245860527257,127.10245245837073&zoom=16&size=800x500&markers=37.51245860527257,127.10245245837073,red-pushpin",37.51245860527257,127.10245245837072,Songpa-gu,Seoul Sky,松坡区,首尔天空,松坡区,ソウルスカイ,Songpa-gu,Cielo de Seúl,سونجبا غو,سيول سكاي,Сонгпа-гу,Сеул Скай,night_seoul|photo,1.5,2,True,True,anytime,solo|couple|friends|family,rainy|indoor|hot|night,han_river_night
송파구,방이동 먹자골목,"방이동 골목에 한식·고기·해산물·주점 등 다양한 음식점이 밀집한 지역 상권이다. 올림픽공원과 잠실 사이에 있어 공연·경기 관람 뒤 식사 장소로 이용하기 좋고, 저녁과 주말에는 유동인구가 많다.",8호선 몽촌토성역 3번 출구에서 방이동 골목 방향으로 약 5~10분 걸으면 먹자골목 중심에 닿는다. 2·8호선 잠실역 10번 출구 쪽에서도 도보 접근이 가능하다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5147825360342,127.109220856293&zoom=16&size=800x500&markers=37.5147825360342,127.109220856293,red-pushpin",37.5147825360342,127.109220856293,Songpa-gu,Bangi-dong food alley,松坡区,万宜洞美食街,松坡区,部屋移動食べる路地,Songpa-gu,Callejón de comida de Bangi-dong,سونجبا غو,زقاق الطعام بانجي دونج,Сонгпа-гу,Ресторанный переулок Банги-дон,food|night_seoul|trendy,2.0,0,False,True,evening,solo|couple|friends,night,seoul_bite
송파구,한성백제박물관,풍납토성·몽촌토성 등 서울 동남부의 유적을 중심으로 한성백제의 역사와 문화를 소개하는 박물관이다. 올림픽공원 안에 자리해 몽촌토성 산책과 함께 관람하면 백제 초기 도성의 입지와 생활상을 이해하기 좋다.,9호선 한성백제역 2번 출구에서 올림픽공원 안으로 들어가 약 5분 걸으면 박물관에 도착한다. 5·9호선 올림픽공원역에서도 공원 산책을 겸해 접근할 수 있다.,https://upload.wikimedia.org/wikipedia/commons/2/29/Seoul_Baekje_Museum1.jpg,37.5154126785182,127.120895017165,Songpa-gu,Hanseong Baekje Museum,松坡区,汉城百济博物馆,松坡区,漢城百済博物館,Songpa-gu,Museo Hanseong Baekje,سونجبا غو,متحف هانسيونج بيكجي,Сонгпа-гу,Музей Хансон Пэкче,traditional|kculture,2.0,0,True,False,anytime,solo|couple|friends|family,rainy|indoor|hot,royal_seoul|seoul_now|art_city
마포구,홍대 걷고싶은거리,"홍익대학교 앞을 중심으로 버스킹·클럽·패션·카페 문화가 발달한 대표적인 젊은 상권이다. 메인 보행거리와 골목마다 분위기가 달라 낮에는 쇼핑과 카페, 저녁에는 공연과 야간문화를 즐기기 좋다.",2호선·공항철도·경의중앙선 홍대입구역 9번 출구에서 홍익대학교 방향으로 약 5분 걸으면 걷고싶은거리 중심권에 들어선다. 주말 저녁에는 매우 붐비므로 이동 시간을 여유 있게 잡는다.,https://upload.wikimedia.org/wikipedia/commons/f/f1/Hongdae_Street.jpg,37.5559412279911,126.924263894094,Mapo-gu,Streets you want to walk in Hongdae,麻浦区,弘大想去的街道,麻浦区,弘大を歩きたい,Mapo-gu,Calles por las que quieres caminar en Hongdae,مابو غو,الشوارع التي تريد السير فيها في Hongdae,Мапо-гу,"Улицы Хондэ, по которым хочется прогуляться",kculture|food|night_seoul|trendy|shopping,3.0,0,False,True,evening,solo|couple|friends,night,seoul_bite|seoul_now
마포구,연남동 경의선숲길,"옛 경의선 철길을 공원으로 바꾼 선형 녹지로, 홍대입구역에서 연남동 주거·상업 골목 사이를 길게 잇는다. 산책로 옆으로 카페·식당·소품숍이 밀집해 있어 연남동을 처음 둘러볼 때 기준 동선으로 삼기 좋다.",2호선·공항철도·경의중앙선 홍대입구역 3번 출구로 나오면 경의선숲길 연남동 구간이 거의 바로 시작된다. 철길공원을 따라 북쪽으로 걸으면 카페와 골목 상권이 이어진다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5616023398319,126.923099173686&zoom=16&size=800x500&markers=37.5616023398319,126.923099173686,red-pushpin",37.5616023398319,126.923099173686,Mapo-gu,Gyeongui Line Forest Road in Yeonnam-dong,麻浦区,延南洞京义线森林道路,麻浦区,延南洞京義線森道,Mapo-gu,Carretera forestal de la línea Gyeongui en Yeonnam-dong,مابو غو,طريق غابة خط جيونجوي في يونام دونج,Мапо-гу,Лесная дорога Gyeongui Line в Ённамдоне,food|nature|trendy|photo,2.0,0,False,True,evening,solo|couple|friends,night|hot,alley_temperature|seoul_bite|slow_seoul
마포구,망원시장,"망원동 주민들이 자주 찾는 전통시장으로, 반찬·과일·정육 같은 생활형 점포와 닭강정·고로케 등 간식 가게가 함께 있다. 시장 규모가 부담스럽지 않아 연남·망리단길·망원한강공원과 묶어 둘러보기 좋다.",6호선 망원역 2번 출구에서 망원로를 따라 약 5분 걸으면 시장 입구에 도착한다. 시장을 빠져나와 계속 서쪽·남쪽으로 이동하면 망원한강공원과 연계할 수 있다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.555885964724716,126.90626589039096&zoom=16&size=800x500&markers=37.555885964724716,126.90626589039096,red-pushpin",37.55588596472472,126.90626589039096,Mapo-gu,Mangwon Market,麻浦区,望远市场,麻浦区,望遠市場,Mapo-gu,Mercado Mangwon,مابو غو,سوق مانجوون,Мапо-гу,Рынок Мангвон,food|shopping|trendy,1.5,0,True,True,anytime,solo|couple|friends|family,rainy|indoor|hot|night,seoul_bite|seoul_now
마포구,하늘공원,"난지도 매립지를 생태공원으로 바꾼 월드컵공원 중 가장 높은 곳에 조성된 공원이다. 넓은 억새밭과 전망대에서 서울 서북권과 한강을 조망할 수 있으며, 입구 이후에도 계단이나 맹꽁이전기차 등 추가 이동이 필요하다.",6호선 월드컵경기장역 1번 출구에서 월드컵공원·하늘공원 방향으로 약 15~20분 걸어 입구에 도착한다. 이후 계단을 오르거나 운영 시 맹꽁이전기차를 이용해 상부로 이동할 수 있다.,https://upload.wikimedia.org/wikipedia/commons/4/4d/Haneul_Park.jpg,37.5685396959502,126.886883825534,Mapo-gu,Sky Park,麻浦区,空中公园,麻浦区,空公園,Mapo-gu,parque del cielo,مابو غو,سكاي بارك,Мапо-гу,Скай Парк,nature|photo,2.5,0,False,False,morning,solo|couple|friends|family,,mountain_city
마포구,난지한강공원,"한강 북쪽 난지지구에 조성된 공원으로, 캠핑장·잔디마당·자전거길과 강변 산책로가 넓게 펼쳐진다. 지하철역에서 거리가 있어 버스나 자전거를 활용하면 편하며, 노을공원·하늘공원과 함께 월드컵공원권으로 묶기 좋다.",6호선 월드컵경기장역 1번 출구에서 난지한강공원 방면 버스로 환승하는 것이 편하다. 도보만 이용하면 거리가 긴 편이므로 서울시 대중교통 앱에서 당일 버스 노선을 확인하는 것을 권한다.,"https://staticmap.openstreetmap.de/staticmap.php?center=37.5670399093241,126.875607758973&zoom=16&size=800x500&markers=37.5670399093241,126.875607758973,red-pushpin",37.5670399093241,126.875607758973,Mapo-gu,Nanji Hangang Park,麻浦区,兰芝汉江公园,麻浦区,南智漢江公園,Mapo-gu,Parque Nanji Hangang,مابو غو,حديقة نانجي هانجانج,Мапо-гу,Парк Наньцзи Ханган,night_seoul|nature|photo,2.5,0,False,True,evening,solo|couple|friends|family,night|hot,han_river_night|slow_seoul
